id,age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,max_allowed_loan
56283,22.0,45000,3,6,3,6000,10.59,0.13,0,2,43483
57762,22.0,45000,3,2,4,6000,7.49,0.13,0,3,43483
13055,31.0,30000,3,2,1,3000,12.53,0.1,1,7,43483
22086,31.0,30000,3,2,3,3000,11.89,0.1,0,8,43483
36372,31.0,30000,3,0,0,3000,7.51,0.1,0,7,43483
43816,31.0,30000,3,6,0,3000,6.03,0.1,0,5,43483
47578,31.0,30000,3,2,3,3000,10.95,0.1,0,7,43483
38674,23.0,42000,3,7,0,4800,8.9,0.11,0,2,43484
50059,24.0,40000,3,6,0,4500,10.74,0.11,0,4,43484
54368,24.0,40000,2,3,1,4500,7.51,0.11,0,4,43484
53459,25.0,38000,3,3,5,4000,11.99,0.11,0,2,43484
53978,25.0,38000,3,0,3,4000,8.59,0.11,0,3,43484
26888,27.0,36300,0,3,4,5500,7.68,0.16,0,10,43485
10184,22.0,43000,0,6,0,3800,8.9,0.09,0,2,43486
24175,22.0,43000,3,6,4,3800,7.88,0.09,0,2,43486
47733,25.0,44412,0,3,4,12000,13.61,0.27,1,2,43488
40812,26.0,35000,3,0,5,2000,14.26,0.06,1,2,43488
47289,26.0,35000,3,2,0,2000,14.27,0.06,1,2,43488
48253,30.0,30000,3,5,0,1500,11.12,0.05,0,5,43488
29731,23.0,40000,3,3,0,2500,9.99,0.06,0,3,43489
17707,25.0,36000,3,9,4,1500,6.03,0.04,0,3,43490
14123,21.0,46200,3,2,3,5000,13.79,0.11,0,4,43495
29749,22.0,43200,3,4,1,4000,12.87,0.09,1,3,43506
58334,21.0,49074,0,5,1,8000,14.72,0.16,0,2,43509
56443,27.0,37440,3,5,3,7000,12.69,0.19,0,10,43521
1565,22.0,45400,3,4,4,6400,12.99,0.14,0,2,43522
8157,29.0,35000,3,1,5,7200,9.91,0.2,0,5,43525
9521,24.0,45888,0,5,4,11500,13.98,0.26,0,4,43540
31349,27.0,33000,3,4,3,1000,7.66,0.03,0,8,43541
25390,23.0,39000,0,2,4,1300,15.2,0.33,1,3,43542
5179,24.0,51312,2,0,5,18000,12.87,0.35,0,4,43542
32052,24.0,44640,3,0,5,10000,10.36,0.22,0,3,43544
16227,24.0,45000,2,8,1,10425,7.9,0.24,0,2,43550
38032,24.0,40000,3,0,3,4425,12.18,0.11,0,4,43559
17379,24.0,38400,3,3,0,2500,13.8,0.06,1,2,43568
42259,24.0,38400,0,1,5,2500,10.99,0.07,0,3,43568
9276,24.0,48000,0,7,1,14000,7.88,0.28,0,2,43572
2799,31.0,32000,3,3,1,6000,11.49,0.19,0,8,43576
3808,22.0,50000,0,6,5,11400,7.49,0.23,0,2,43577
53928,28.0,33996,3,2,3,4000,11.99,0.12,0,7,43577
33882,21.0,52000,3,5,5,11000,10.74,0.21,0,4,43578
11808,25.0,40000,3,3,5,6400,12.73,0.16,1,4,43580
14071,25.0,40000,2,0,4,6400,7.29,0.16,0,4,43580
5678,23.0,44000,0,7,1,7000,5.42,0.16,0,2,43581
27006,23.0,44000,3,7,4,7000,7.51,0.16,0,2,43581
784,27.0,36000,3,3,4,5000,10.75,0.14,0,8,43581
1726,27.0,36000,3,6,3,5000,10.65,0.14,0,8,43581
19203,27.0,36000,3,6,3,5000,7.9,0.14,0,7,43581
24413,27.0,36000,3,3,1,5000,14.61,0.14,0,5,43581
26633,27.0,36000,3,4,3,5000,7.51,0.14,0,8,43581
27776,27.0,36000,3,0,5,5000,13.23,0.14,1,7,43581
29806,27.0,36000,3,5,3,5000,15.33,0.14,1,7,43581
33403,27.0,36000,3,0,3,5000,7.51,0.14,0,7,43581
34016,27.0,36000,3,9,5,5000,11.99,0.14,0,7,43581
40599,27.0,36000,2,2,5,5000,7.49,0.14,0,6,43581
46530,27.0,36000,3,4,3,5000,10.37,0.14,0,5,43581
50244,27.0,36000,3,11,4,5000,6.62,0.14,0,6,43581
57488,27.0,36000,3,6,1,5000,7.51,0.14,0,10,43581
8994,22.0,46000,3,4,1,7000,8.9,0.15,0,4,43582
11054,22.0,46000,0,6,1,7000,7.88,0.15,0,4,43582
18883,22.0,46000,3,4,0,7000,6.99,0.15,0,4,43582
47368,22.0,46000,0,6,1,7000,11.71,0.15,0,2,43582
26411,32.0,29000,3,0,5,2800,10.0,0.09,0,9,43583
50379,38.0,24000,3,1,3,2000,11.36,0.08,0,17,43583
18065,23.0,39996,3,3,1,2400,12.53,0.06,0,4,43584
9474,24.0,38000,3,2,3,2000,7.88,0.05,0,3,43589
3505,22.0,48756,3,1,1,10000,14.35,0.2,0,4,43610
38914,23.0,44208,0,1,1,7200,11.12,0.17,0,2,43620
14012,29.0,37000,2,4,3,10000,7.51,0.27,0,7,43621
47202,29.0,37000,0,3,1,10000,13.61,0.27,0,9,43621
985,23.0,51000,0,6,5,15000,10.99,0.29,0,3,43622
29232,41.0,31000,3,5,3,7200,11.99,0.23,0,12,43632
54305,22.0,50600,3,2,4,12000,10.37,0.24,0,4,43636
34008,26.0,37440,3,6,3,5000,13.99,0.13,0,3,43654
6867,37.0,25000,2,2,2,2575,7.29,0.1,0,17,43656
40335,26.0,45000,0,10,2,14800,13.57,0.32,1,2,43668
4428,24.0,45996,3,2,1,11500,12.98,0.25,0,2,43669
11279,22.0,47000,0,6,1,8000,8.59,0.17,0,3,43680
34184,22.0,47000,3,6,3,8000,13.49,0.17,0,3,43680
317,22.0,42000,2,4,5,2500,10.59,0.06,0,2,43689
34301,22.0,42000,0,6,1,2500,7.66,0.06,0,2,43689
35277,22.0,42000,0,6,1,2500,5.42,0.06,0,2,43689
45457,22.0,42000,3,6,0,2500,10.59,0.06,0,4,43689
50960,22.0,42000,2,4,1,2500,15.62,0.06,1,2,43689
51708,22.0,42000,3,0,4,2500,13.61,0.06,1,3,43689
52619,22.0,42000,0,0,1,2500,14.27,0.06,1,3,43689
2500,21.0,45432,3,4,1,4000,9.88,0.09,0,4,43690
16723,26.0,38244,3,6,4,6000,9.63,0.16,0,3,43697
31533,29.0,33600,3,5,2,5000,6.99,0.15,0,5,43699
31031,61.0,43200,2,3,4,9000,7.51,0.21,0,19,43704
439,30.0,38000,2,0,3,13250,12.87,0.36,0,8,43715
51783,25.0,47000,3,9,3,15000,10.37,0.32,0,2,43719
25588,25.0,45000,3,0,5,12500,13.16,0.28,0,4,43722
46731,21.0,55000,3,0,0,14000,7.49,0.25,0,2,43725
10938,25.0,43000,0,9,1,10000,8.94,0.23,0,4,43725
39493,25.0,43000,3,9,1,10000,7.49,0.23,0,3,43725
4673,29.0,35000,2,11,5,7000,12.42,0.2,0,9,43726
460,23.0,45000,3,3,1,8000,15.7,0.18,1,4,43729
590,23.0,45000,3,0,4,8000,8.94,0.18,0,3,43729
2055,23.0,45000,3,5,5,8000,10.65,0.18,0,2,43729
6640,23.0,45000,3,1,1,8000,14.72,0.18,0,3,43729
7217,23.0,45000,0,7,0,8000,7.29,0.18,0,2,43729
7281,23.0,45000,3,2,1,8000,10.59,0.18,0,2,43729
7344,23.0,45000,0,3,1,8000,7.66,0.18,0,3,43729
11631,23.0,45000,3,1,4,8000,13.48,0.18,1,4,43729
13094,23.0,45000,0,5,3,8000,5.79,0.18,0,4,43729
14816,23.0,45000,3,0,5,8000,13.47,0.18,0,3,43729
25459,23.0,45000,3,2,1,8000,7.51,0.18,0,2,43729
30525,23.0,45000,3,1,5,8000,13.57,0.18,0,2,43729
43470,23.0,45000,3,3,1,8000,14.79,0.18,0,2,43729
44063,23.0,45000,2,7,5,8000,8.49,0.18,0,2,43729
45320,23.0,45000,3,7,1,8000,12.84,0.18,0,2,43729
37355,25.0,39000,3,6,4,5000,14.79,0.13,1,2,43732
3865,28.0,38400,3,5,5,10000,11.99,0.26,0,8,43732
49136,27.0,35000,0,5,2,3500,6.03,0.1,0,9,43734
9407,22.0,45600,0,6,1,6400,10.0,0.14,0,2,43742
25285,21.0,50270,3,5,5,9000,7.49,0.18,0,3,43764
36757,22.0,58000,2,5,5,20000,10.74,0.34,0,2,43769
25785,34.0,28704,3,0,3,5000,9.63,0.17,0,10,43773
52573,24.0,45000,0,8,3,10200,13.85,0.22,0,4,43776
9015,31.0,32000,3,1,3,5800,13.06,0.18,1,6,43776
988,22.0,50000,0,2,0,11200,10.99,0.22,0,4,43777
3040,27.0,38000,3,0,1,7500,5.42,0.2,0,6,43777
16892,29.0,34000,3,1,5,5500,14.27,0.16,0,7,43778
13498,22.0,48000,0,1,1,9000,7.88,0.19,0,2,43779
30040,22.0,48000,3,1,0,9000,6.91,0.19,0,2,43779
35595,22.0,48000,3,6,3,9000,6.03,0.19,0,3,43779
4695,21.0,50000,3,0,1,8700,7.66,0.17,0,3,43780
56691,27.0,36000,3,4,3,4800,6.76,0.13,0,9,43781
9007,24.0,40000,3,7,1,4200,16.49,0.1,1,3,43784
47190,24.0,40000,3,5,0,4200,12.42,0.1,0,2,43784
26467,38.0,24000,0,0,1,1800,7.74,0.07,0,15,43784
600,23.0,42000,3,3,0,4500,7.51,0.11,0,4,43785
48444,23.0,42000,3,3,1,4500,12.99,0.11,1,4,43785
8303,26.0,36000,0,5,0,3000,14.79,0.08,0,2,43786
55151,26.0,36000,3,4,0,3000,7.88,0.08,0,4,43786
35594,22.0,43000,2,3,5,3500,7.37,0.08,0,2,43787
49587,22.0,43000,3,2,4,3500,11.49,0.08,0,2,43787
42087,24.0,39000,3,1,1,3000,7.9,0.08,0,4,43787
54316,24.0,39000,3,6,3,3000,13.35,0.08,1,2,43787
11611,22.0,42000,3,2,1,2400,10.59,0.06,0,2,43789
22363,22.0,42000,3,6,4,2400,7.66,0.05,0,2,43789
23624,22.0,42000,3,3,3,2400,10.25,0.06,0,3,43789
30526,22.0,42000,3,1,3,2400,12.69,0.06,0,4,43789
45966,24.0,38000,3,8,0,1800,13.61,0.05,1,2,43790
13202,23.0,46800,0,2,0,10000,12.18,0.21,0,3,43797
38757,26.0,41100,3,1,3,9600,12.68,0.24,0,4,43805
9922,33.0,31416,2,0,5,8000,11.12,0.25,0,6,43807
6747,23.0,50000,0,4,1,13650,7.49,0.27,0,4,43823
34864,23.0,41600,3,0,5,4000,6.17,0.09,0,3,43825
30602,26.0,40000,0,8,0,8150,13.98,0.24,0,4,43827
40183,26.0,38000,0,5,3,5550,11.49,0.15,0,2,43831
43045,28.0,34900,0,12,0,5000,11.97,0.14,1,9,43840
51688,23.0,39000,0,7,0,1000,12.68,0.03,0,2,43843
51910,27.0,39912,3,0,3,10000,11.49,0.25,0,6,43854
10943,23.0,42500,3,0,4,5000,5.42,0.12,0,4,43859
52825,28.0,34200,3,4,5,4000,12.21,0.12,0,7,43862
55485,22.0,50808,0,6,1,12000,12.18,0.24,0,2,43865
49411,21.0,45600,0,5,5,4000,7.51,0.09,0,3,43867
45876,24.0,38400,0,8,1,2200,5.42,0.06,0,3,43869
42160,25.0,46000,0,9,4,13600,7.88,0.29,0,4,43871
8792,26.0,43000,3,3,1,12000,7.88,0.28,0,4,43872
36312,35.0,28800,3,0,5,6500,6.17,0.23,0,7,43872
44446,22.0,54000,3,6,5,15500,7.88,0.28,0,2,43873
190,22.0,48996,0,4,0,10000,6.17,0.2,0,4,43874
1868,22.0,53000,3,6,1,14400,12.42,0.27,0,3,43874
2813,22.0,48996,0,4,1,10000,7.14,0.21,0,3,43874
38169,22.0,48996,3,3,1,10000,10.37,0.2,0,2,43874
53254,22.0,48996,3,5,1,10000,11.83,0.2,0,4,43874
5069,23.0,48609,3,2,4,12000,7.49,0.25,0,3,43875
12048,23.0,46000,3,1,3,9000,9.63,0.2,0,3,43878
56717,23.0,46000,3,1,0,9000,7.9,0.2,0,4,43878
27385,43.0,29004,3,5,3,6000,11.99,0.21,0,16,43879
41754,27.0,34000,3,3,5,2000,14.72,0.06,0,10,43888
42864,22.0,44004,3,4,3,4500,15.58,0.11,0,2,43890
37702,32.0,31200,3,4,1,6000,5.99,0.19,0,8,43895
47125,26.0,38400,3,3,0,6000,7.49,0.16,0,3,43900
4023,26.0,43800,3,0,0,13000,13.48,0.3,1,3,43910
40138,29.0,37200,3,4,1,10000,7.88,0.27,0,9,43911
29945,22.0,49500,0,6,0,10500,13.48,0.21,0,4,43927
3120,25.0,41000,3,5,3,7300,8.9,0.18,0,2,43929
26046,27.0,37000,3,5,3,6000,10.65,0.16,0,5,43929
10509,23.0,45000,3,3,4,7800,7.51,0.17,0,4,43930
18049,23.0,45000,3,3,3,7800,7.88,0.17,0,2,43930
45277,23.0,45000,3,2,3,7800,7.51,0.17,0,2,43930
14720,34.0,28800,3,5,1,5000,6.54,0.17,0,5,43936
27376,34.0,28800,3,5,1,5000,16.29,0.17,0,6,43936
44042,24.0,43300,0,4,3,8000,10.62,0.18,0,2,43939
12580,24.0,40800,2,3,1,5000,8.88,0.12,0,3,43943
14841,25.0,41579,3,9,1,8000,13.92,0.19,0,3,43951
14364,24.0,60000,2,4,2,28000,10.99,0.49,0,3,43960
41912,23.0,48686,3,21,1,12000,11.86,0.25,0,2,43964
4163,28.0,39996,3,2,5,12000,13.48,0.3,0,7,43964
19182,28.0,39996,3,2,3,12000,10.99,0.3,0,10,43964
11629,32.0,35000,2,0,5,12000,8.59,0.34,0,9,43965
55173,32.0,35000,0,1,3,12000,9.91,0.34,0,9,43965
56248,25.0,37423,3,4,3,2800,11.86,0.07,0,3,43966
1207,27.0,39996,3,0,3,10000,9.99,0.25,0,5,43968
1217,28.0,40000,3,5,1,12000,7.9,0.3,0,8,43969
4733,28.0,40000,3,4,3,12000,12.69,0.3,0,10,43969
14366,28.0,40000,3,2,3,12000,12.42,0.3,0,8,43969
25043,28.0,40000,0,12,1,12000,11.83,0.3,0,8,43969
46767,28.0,40000,3,12,5,12000,9.91,0.3,0,9,43969
51308,28.0,40000,3,4,1,12000,7.49,0.3,0,8,43969
51749,28.0,40000,0,12,1,12000,7.51,0.3,0,7,43969
54725,28.0,40000,0,12,0,12000,7.88,0.3,0,9,43969
23378,24.0,50000,0,8,2,16000,7.74,0.32,0,3,43970
47863,24.0,50000,0,8,0,16000,6.03,0.32,0,4,43970
6642,30.0,36000,0,0,3,10000,5.42,0.28,0,10,43970
15542,30.0,36000,0,4,4,10000,6.54,0.28,0,5,43970
16077,30.0,36000,3,8,4,10000,7.49,0.28,0,10,43970
17054,30.0,36000,3,3,5,10000,10.65,0.28,0,9,43970
21026,30.0,36000,3,5,0,10000,13.48,0.28,0,7,43970
22095,30.0,36000,0,2,4,10000,10.62,0.28,0,8,43970
25770,30.0,36000,3,3,4,10000,5.99,0.28,0,9,43970
36834,32.0,30996,3,0,4,5600,11.11,0.18,0,5,43970
15331,34.0,30000,3,2,3,7000,10.38,0.23,0,6,43972
24729,34.0,30000,3,2,3,7000,10.75,0.23,0,5,43972
4802,27.0,40000,0,11,5,10000,9.63,0.25,0,7,43973
5564,27.0,40000,3,4,2,10000,10.65,0.25,0,10,43973
7823,27.0,40000,0,11,2,10000,6.62,0.25,0,7,43973
8830,27.0,40000,3,3,3,10000,9.88,0.25,0,6,43973
11214,27.0,40000,3,2,3,10000,11.86,0.25,0,6,43973
12115,27.0,40000,0,2,4,10000,10.99,0.25,0,6,43973
14145,27.0,40000,3,4,3,10000,9.63,0.25,0,8,43973
15791,27.0,40000,3,2,3,10000,9.88,0.25,0,10,43973
36807,27.0,40000,3,11,3,10000,10.65,0.25,0,6,43973
38040,27.0,40000,3,0,4,10000,12.53,0.25,0,5,43973
48178,27.0,40000,3,2,3,10000,11.71,0.25,0,5,43973
49973,27.0,40000,0,11,2,10000,14.91,0.25,0,7,43973
50850,27.0,40000,0,11,5,10000,10.95,0.25,0,9,43973
51129,27.0,40000,3,1,0,10000,13.22,0.25,0,7,43973
51535,27.0,40000,3,11,3,10000,12.69,0.25,0,8,43973
56017,27.0,40000,0,6,4,10000,7.74,0.25,0,8,43973
56666,27.0,40000,3,2,3,10000,10.95,0.25,0,6,43973
58369,27.0,40000,3,4,4,10000,13.49,0.25,0,9,43973
3405,25.0,43200,3,5,1,10000,7.14,0.23,0,4,43975
12913,25.0,43200,3,6,5,10000,13.49,0.23,0,2,43975
13527,25.0,43200,2,6,4,10000,7.49,0.23,0,2,43975
27179,25.0,43200,3,1,1,10000,9.91,0.23,0,4,43975
30011,25.0,43200,2,9,5,10000,15.96,0.23,0,4,43975
7515,24.0,45000,3,0,3,10000,8.94,0.22,0,3,43976
9092,24.0,45000,0,1,0,10000,12.69,0.22,0,2,43976
11435,24.0,45000,2,4,4,10000,10.62,0.22,0,2,43976
11894,24.0,45000,0,8,4,10000,7.51,0.22,0,4,43976
12735,24.0,45000,0,5,3,10000,7.88,0.22,0,4,43976
13114,24.0,45000,0,3,5,10000,7.29,0.22,0,2,43976
13679,24.0,45000,3,5,3,10000,10.99,0.22,0,2,43976
19217,24.0,45000,0,5,4,10000,5.42,0.22,0,3,43976
21103,24.0,45000,3,8,3,10000,12.53,0.22,0,3,43976
22637,24.0,45000,3,4,5,10000,12.53,0.22,0,3,43976
26352,24.0,45000,3,0,3,10000,10.25,0.22,0,2,43976
30833,24.0,45000,3,8,5,10000,12.42,0.22,0,4,43976
31098,24.0,45000,3,5,3,10000,6.03,0.22,0,2,43976
32737,24.0,45000,3,4,0,10000,6.17,0.22,0,4,43976
38062,24.0,45000,3,4,3,10000,10.65,0.22,0,2,43976
38621,24.0,45000,3,5,0,10000,8.9,0.22,0,2,43976
40204,24.0,45000,2,8,1,10000,11.11,0.22,0,4,43976
41939,24.0,45000,3,0,3,10000,12.87,0.22,1,4,43976
43046,24.0,45000,3,8,0,10000,10.99,0.22,0,4,43976
23533,22.0,50000,0,6,5,11000,7.88,0.23,0,4,43977
29532,22.0,50000,3,3,5,11000,11.86,0.23,0,3,43977
48745,22.0,50000,3,6,5,11000,13.85,0.23,0,4,43977
9646,26.0,40000,3,2,4,8000,10.95,0.2,0,3,43977
25910,26.0,40000,0,5,2,8000,5.99,0.2,0,2,43977
29816,26.0,40000,2,10,2,8000,13.49,0.2,1,2,43977
36479,26.0,40000,3,0,0,8000,12.42,0.2,0,2,43977
37614,26.0,40000,3,4,4,8000,12.42,0.2,0,2,43977
46754,26.0,40000,3,5,4,8000,11.71,0.2,0,2,43977
41982,22.0,48000,3,6,0,8800,11.71,0.18,0,4,43979
45464,32.0,32004,3,2,3,7200,10.37,0.23,0,9,43979
681,34.0,29120,3,1,5,5500,11.11,0.19,0,5,43979
53336,24.0,39996,3,1,0,4000,12.23,0.1,0,4,43980
6699,28.0,35000,3,6,4,5000,7.29,0.14,0,6,43980
6847,28.0,35000,3,3,3,5000,15.96,0.14,1,7,43980
7819,28.0,35000,3,6,4,5000,11.71,0.14,0,10,43980
50076,28.0,35000,2,5,3,5000,13.49,0.14,1,8,43980
51328,28.0,35000,3,0,4,5000,11.71,0.14,0,5,43980
53609,28.0,35000,3,1,1,5000,7.9,0.14,0,8,43980
53811,28.0,35000,3,1,3,5000,10.37,0.14,0,8,43980
47049,32.0,30000,3,2,3,4000,6.54,0.13,0,6,43980
47233,32.0,30000,3,5,1,4000,11.49,0.13,0,7,43980
1079,25.0,40000,3,9,4,6000,8.88,0.15,0,2,43981
7849,25.0,40000,3,1,3,6000,9.91,0.15,0,4,43981
13524,25.0,40000,0,4,4,6000,11.12,0.15,0,2,43981
21468,25.0,40000,3,9,5,6000,8.49,0.15,0,4,43981
22248,25.0,40000,3,2,3,6000,7.49,0.15,0,3,43981
26132,25.0,40000,2,4,1,6000,11.71,0.15,0,4,43981
30912,25.0,40000,3,2,3,6000,7.51,0.15,0,3,43981
34254,30.0,32000,3,2,4,4000,7.4,0.13,0,7,43981
42151,30.0,32000,3,14,5,4000,8.88,0.12,0,9,43981
44431,26.0,35380,0,9,4,2000,10.65,0.06,0,3,43982
4440,22.0,45000,3,5,5,5500,14.27,0.12,0,4,43984
10944,25.0,38400,3,2,0,4000,12.53,0.1,0,3,43984
32279,25.0,38400,3,2,5,4000,9.25,0.11,0,3,43984
45177,25.0,38400,3,9,3,4000,10.37,0.1,0,2,43984
46529,25.0,38400,3,2,0,4000,8.9,0.1,0,4,43984
6126,23.0,39996,3,7,3,2000,11.49,0.05,0,3,43985
32751,23.0,39996,3,0,4,2000,10.62,0.05,0,2,43985
56285,23.0,39996,3,1,5,2000,9.7,0.05,0,3,43985
5292,24.0,40000,3,0,1,4000,13.11,0.1,0,4,43985
5493,24.0,40000,3,0,3,4000,5.79,0.1,0,4,43985
6669,24.0,40000,3,8,0,4000,7.49,0.1,0,3,43985
7038,24.0,40000,0,7,0,4000,7.49,0.1,0,3,43985
7748,24.0,40000,3,2,4,4000,7.29,0.1,0,4,43985
9106,24.0,40000,3,3,3,4000,12.73,0.1,0,3,43985
9443,24.0,40000,3,5,1,4000,13.48,0.1,0,4,43985
10098,24.0,40000,3,1,1,4000,8.49,0.1,0,4,43985
10556,24.0,40000,3,1,3,4000,12.53,0.1,0,2,43985
12550,24.0,40000,3,5,3,4000,12.69,0.1,0,4,43985
18828,24.0,40000,0,5,3,4000,7.88,0.1,0,4,43985
19439,24.0,40000,3,8,0,4000,7.29,0.1,0,3,43985
20024,24.0,40000,3,0,3,4000,10.59,0.1,0,4,43985
22900,24.0,40000,3,1,0,4000,7.88,0.1,0,2,43985
25944,24.0,40000,3,0,3,4000,13.99,0.1,1,2,43985
26758,24.0,40000,3,3,3,4000,13.49,0.1,0,2,43985
31194,24.0,40000,0,8,5,4000,9.99,0.1,0,3,43985
34829,24.0,40000,3,3,0,4000,12.73,0.1,1,3,43985
38823,24.0,40000,3,1,0,4000,14.26,0.1,1,4,43985
39914,24.0,40000,3,8,1,4000,7.14,0.1,0,4,43985
46154,24.0,40000,3,4,0,4000,11.12,0.1,0,4,43985
47245,24.0,40000,3,8,3,4000,6.76,0.1,0,2,43985
47277,24.0,40000,3,0,1,4000,7.14,0.1,0,4,43985
50513,24.0,40000,3,3,0,4000,13.49,0.1,1,4,43985
55797,24.0,40000,3,1,0,4000,11.86,0.1,0,3,43985
55838,24.0,40000,3,3,4,4000,11.78,0.1,1,2,43985
56065,24.0,40000,0,1,0,4000,6.39,0.1,0,4,43985
56869,24.0,40000,3,0,4,4000,13.43,0.1,0,2,43985
57243,24.0,40000,3,1,1,4000,9.99,0.1,0,3,43985
35858,31.0,30000,2,2,5,2500,7.49,0.08,0,8,43985
26260,28.0,35004,3,3,4,5000,13.23,0.14,0,7,43986
5974,23.0,40000,0,7,3,2000,6.39,0.05,0,2,43990
24717,23.0,40000,3,2,0,2000,10.99,0.05,0,4,43990
25457,23.0,40000,3,2,5,2000,11.36,0.05,0,3,43990
30180,23.0,40000,3,7,0,2000,14.72,0.05,0,4,43990
31488,23.0,40000,0,2,0,2000,10.99,0.05,0,2,43990
32554,23.0,40000,0,7,1,2000,7.49,0.05,0,2,43990
36398,23.0,40000,3,7,1,2000,14.27,0.05,0,2,43990
39572,23.0,40000,3,2,0,2000,13.49,0.05,0,4,43990
40653,23.0,40000,0,2,5,2000,10.99,0.05,0,3,43990
48279,23.0,40000,3,2,4,2000,10.99,0.05,0,4,43990
49039,23.0,40000,2,7,1,2000,7.9,0.05,0,3,43990
49060,23.0,40000,3,4,1,2000,8.0,0.05,0,3,43990
11228,26.0,35000,0,10,3,1500,12.18,0.04,0,3,43990
49521,26.0,35000,3,9,1,1500,13.16,0.04,1,3,43990
37987,28.0,33600,3,12,3,3000,7.29,0.09,0,6,44025
55548,23.0,46999,3,5,1,10000,11.11,0.22,0,4,44026
7609,23.0,47000,0,7,4,10000,7.51,0.21,0,3,44027
26310,23.0,47000,3,0,0,10000,10.37,0.21,0,4,44027
44859,23.0,47000,0,8,4,10000,6.62,0.21,0,3,44027
46233,23.0,47004,3,0,1,10000,13.61,0.21,0,4,44032
42746,23.0,43000,0,1,0,5400,12.73,0.12,0,3,44033
5624,21.0,45000,3,5,4,3200,7.14,0.07,0,3,44038
28718,31.0,31200,0,5,3,4300,8.9,0.14,0,5,44040
14981,31.0,33600,2,2,1,8000,13.98,0.24,1,5,44052
54268,22.0,52800,0,0,0,14000,7.51,0.27,0,2,44054
47529,24.0,38400,3,8,3,2000,14.22,0.05,1,4,44069
12283,24.0,48000,3,0,4,13500,13.11,0.28,1,2,44072
21173,24.0,47250,3,6,1,12600,11.83,0.27,0,3,44073
23711,24.0,47250,3,5,1,12600,5.79,0.27,0,3,44073
38754,22.0,51000,0,6,0,12000,10.99,0.24,0,3,44076
19822,28.0,36500,3,5,1,7000,5.42,0.19,0,9,44077
14891,21.0,50000,3,3,1,8400,7.88,0.17,0,4,44081
25706,22.0,45000,0,7,1,5400,7.29,0.12,0,2,44084
35723,22.0,45000,3,3,3,5400,9.88,0.12,0,4,44084
55160,22.0,45000,0,4,3,5400,7.29,0.12,0,3,44084
15593,30.0,31400,0,1,4,3000,10.71,0.1,0,7,44084
40412,31.0,30000,3,6,3,2400,12.42,0.08,0,6,44085
45981,24.0,38000,0,8,4,1500,14.35,0.04,1,4,44091
47983,24.0,38000,3,3,5,1500,8.49,0.04,0,3,44091
30520,22.0,41000,3,0,1,1000,8.59,0.03,0,2,44093
12105,22.0,41004,3,5,1,1000,14.61,0.03,1,4,44097
16772,24.0,39270,3,2,5,3000,12.23,0.08,0,4,44111
34859,21.0,46800,3,0,1,5000,7.88,0.11,0,2,44125
7318,26.0,50900,2,5,2,22000,14.59,0.43,1,4,44131
31537,22.0,49232,3,3,4,10000,12.42,0.2,0,4,44133
44720,24.0,46800,3,6,3,12000,15.23,0.26,0,3,44134
27269,24.0,40000,0,5,0,3850,5.42,0.1,0,3,44135
32955,23.0,41000,3,2,4,3000,13.98,0.07,1,4,44137
53936,23.0,41000,3,5,5,3000,11.86,0.07,0,4,44137
33322,23.0,41004,3,5,1,3000,13.49,0.07,0,4,44142
36221,23.0,41004,3,2,0,3000,11.99,0.07,0,2,44142
12135,24.0,40000,3,1,4,3825,10.0,0.1,0,3,44160
53973,22.0,53808,0,6,1,15000,11.89,0.28,0,2,44162
14608,24.0,45996,0,8,1,11000,7.51,0.24,0,4,44170
7717,27.0,42000,3,6,5,12500,11.49,0.28,0,9,44170
21870,34.0,30000,2,7,1,6800,6.91,0.22,0,8,44172
3762,28.0,35496,0,6,1,5500,13.72,0.15,1,10,44174
5787,29.0,36000,3,3,5,8000,9.88,0.22,0,10,44174
21841,29.0,36000,2,9,4,8000,12.53,0.22,0,5,44174
14291,23.0,48000,3,0,0,11000,13.49,0.23,0,2,44176
9844,22.0,50000,2,6,5,10800,6.62,0.21,0,3,44177
23393,28.0,35000,0,12,2,4800,5.42,0.14,0,8,44181
47832,28.0,35000,3,2,3,4800,7.88,0.14,0,6,44181
747,24.0,41000,3,2,3,5000,9.25,0.12,0,3,44183
54832,24.0,41000,3,3,5,5000,9.32,0.12,0,3,44183
57638,24.0,41000,3,5,0,5000,7.49,0.12,0,4,44183
25449,22.0,47004,3,6,3,7500,11.03,0.16,1,2,44185
6024,22.0,42000,3,3,1,2000,7.9,0.05,0,4,44190
10808,22.0,42000,0,6,3,2000,5.42,0.05,0,2,44190
29640,22.0,42000,3,2,1,2000,7.9,0.05,0,4,44190
32295,22.0,42000,3,2,4,2000,11.89,0.05,0,4,44190
36378,22.0,42000,0,6,1,2000,11.58,0.05,0,3,44190
52346,22.0,42000,3,1,3,2000,7.66,0.05,0,2,44190
14552,41.0,30000,3,4,2,5000,6.17,0.17,0,13,44193
34048,31.0,35000,3,3,3,10000,5.79,0.29,0,10,44219
46051,31.0,35000,0,5,2,10000,10.65,0.29,0,9,44219
6,25.0,45000,0,9,1,12000,6.54,0.27,0,3,44223
3659,25.0,45000,3,2,4,12000,13.85,0.27,1,3,44223
