id,age,income,home_ownership,emplyment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status
47015,25.0,32004,3,4,5,4000,14.35,0.12,0,4,0
52485,23.0,47000,0,7,4,18000,14.26,0.38,0,3,0
48499,23.0,32198,0,2,1,1000,11.99,0.03,0,4,0
18873,31.0,27000,3,5,4,5800,7.9,0.21,0,7,0
41928,21.0,45000,3,0,5,11200,10.95,0.25,0,4,0
50572,29.0,29000,3,3,0,6000,13.23,0.21,1,6,0
43416,23.0,44400,2,1,5,15000,12.72,0.34,0,4,0
37670,29.0,29004,3,3,5,6000,11.83,0.21,0,7,0
5807,23.0,35000,3,4,5,4200,11.49,0.12,0,3,0
46100,31.0,27600,3,1,3,6700,7.74,0.24,0,8,0
7914,24.0,38400,3,5,0,10000,7.66,0.26,0,4,0
35380,24.0,38400,0,0,0,10000,10.62,0.26,0,4,0
49953,24.0,38400,2,3,5,10000,6.17,0.26,0,2,0
50822,24.0,38400,3,8,4,10000,15.37,0.26,1,2,0
52918,24.0,38400,0,7,5,10000,7.29,0.26,0,2,0
25759,26.0,47000,2,2,1,25000,11.11,0.53,0,4,0
57219,26.0,47000,0,10,0,25000,7.9,0.53,0,2,0
19053,22.0,51000,0,4,0,20000,12.73,0.39,1,4,0
2623,34.0,25000,3,0,3,6400,13.49,0.27,1,6,0
22139,21.0,42000,3,5,4,8000,7.49,0.19,0,4,0
8186,22.0,36000,0,6,0,3500,6.62,0.1,0,3,0
22195,22.0,36000,0,2,5,3500,11.48,0.1,0,3,0
36346,22.0,35000,3,1,3,2400,11.49,0.07,0,2,0
6286,22.0,35004,2,2,4,2400,11.12,0.07,0,2,0
3809,27.0,31200,3,2,0,6000,9.99,0.19,0,7,0
8714,27.0,31200,3,3,4,6000,7.88,0.19,0,8,0
33271,27.0,31200,3,1,3,6000,7.88,0.19,0,5,0
38824,27.0,31200,3,3,5,6000,14.79,0.19,1,5,0
57504,23.0,37500,3,0,1,7000,13.47,0.19,1,4,0
6706,27.0,30000,2,1,5,4375,10.75,0.15,0,5,0
11994,24.0,38450,0,6,4,10000,7.49,0.26,0,4,0
25654,52.0,27000,3,6,3,6000,12.73,0.22,1,25,0
56533,25.0,35000,2,9,5,7600,6.03,0.21,0,3,0
14634,23.0,35000,3,0,5,4100,11.48,0.12,0,4,0
12408,23.0,38400,3,7,1,8000,7.66,0.21,0,2,0
46269,23.0,38400,3,1,1,8000,7.14,0.21,0,4,0
48190,23.0,38400,3,5,5,8000,7.49,0.21,0,3,0
31051,23.0,33000,3,0,1,1800,13.16,0.05,1,4,0
10980,27.0,29004,3,1,4,3000,10.59,0.11,0,5,0
43671,24.0,32640,0,8,2,3000,7.51,0.09,0,2,0
55445,28.0,31200,0,0,0,7500,7.9,0.24,0,8,0
32018,28.0,33000,2,5,2,10000,9.99,0.3,0,6,0
33695,28.0,33000,3,4,3,10000,16.0,0.3,0,8,0
56177,28.0,33000,3,0,3,10000,13.49,0.3,1,8,0
21810,23.0,33204,3,7,4,2000,14.27,0.06,1,3,0
33210,26.0,34000,3,3,0,8000,11.11,0.24,0,2,0
8650,22.0,42000,3,6,1,10000,9.63,0.24,0,2,0
25168,22.0,42000,3,0,3,10000,10.37,0.24,0,4,0
25904,22.0,42000,3,1,5,10000,7.51,0.24,0,2,0
44261,22.0,42000,3,0,3,10000,7.51,0.24,0,4,0
44620,22.0,42000,2,6,3,10000,10.65,0.24,0,2,0
46607,22.0,42000,3,6,1,10000,6.03,0.24,0,3,0
47432,22.0,42000,3,2,0,10000,10.59,0.24,0,4,0
56027,22.0,42000,0,6,5,10000,13.49,0.24,1,4,0
56964,22.0,42000,3,5,4,10000,14.96,0.24,1,4,0
57300,22.0,42000,2,4,1,10000,6.17,0.24,0,3,0
26150,24.0,38168,3,5,4,9600,7.88,0.26,0,3,0
49731,21.0,44000,0,5,3,10000,7.51,0.23,0,4,0
54352,23.0,38000,3,0,1,7500,7.49,0.2,0,4,0
6859,24.0,36000,3,0,3,7000,11.83,0.19,0,2,0
8896,24.0,36000,3,0,3,7000,11.49,0.19,0,2,0
12754,24.0,36000,0,0,5,7000,7.74,0.19,0,4,0
46156,24.0,36000,3,8,1,7000,9.91,0.19,0,2,0
36408,21.0,44004,3,2,3,10000,5.79,0.23,0,3,0
7783,23.0,36000,0,4,0,5200,9.76,0.14,0,2,0
12996,28.0,28000,3,4,5,3000,8.9,0.11,0,10,0
49963,22.0,41100,0,6,5,9000,6.99,0.22,0,4,0
55225,26.0,29000,3,1,4,1500,11.49,0.05,0,2,0
21243,21.0,51644,0,4,1,18000,11.58,0.35,0,3,0
22766,22.0,35100,3,0,1,2400,10.65,0.07,0,2,0
52835,24.0,33000,3,5,4,3375,13.49,0.1,0,3,0
29481,25.0,36996,3,3,0,10000,12.53,0.27,0,2,0
21789,33.0,24996,3,3,3,5000,9.25,0.2,0,5,0
28266,27.0,35000,2,11,3,11000,7.49,0.31,0,5,0
1256,25.0,35000,0,4,0,7500,13.23,0.21,1,4,0
16224,25.0,35000,3,2,0,7500,7.51,0.21,0,2,0
55519,25.0,35000,3,0,5,7500,13.47,0.21,1,2,0
2389,25.0,33000,3,0,3,5000,11.71,0.15,0,2,0
46221,25.0,33000,3,1,3,5000,12.69,0.15,0,4,0
46911,25.0,33000,2,6,4,5000,7.51,0.15,0,3,0
55514,25.0,33000,3,0,1,5000,7.68,0.15,0,2,0
2143,22.0,37500,3,3,4,5000,11.03,0.13,1,3,0
172,23.0,35000,3,2,5,4000,9.32,0.11,0,2,0
6942,23.0,35000,2,6,5,4000,10.59,0.11,0,3,0
17147,23.0,35000,3,0,1,4000,12.68,0.11,0,3,0
31461,23.0,35000,3,1,1,4000,11.71,0.11,0,2,0
32111,23.0,35000,3,3,1,4000,6.03,0.11,0,3,0
32709,23.0,35000,3,5,4,4000,6.91,0.11,0,2,0
37248,23.0,35000,2,1,5,4000,13.57,0.11,1,3,0
39601,23.0,35000,2,8,1,4000,6.39,0.11,0,3,0
51469,23.0,35000,3,1,1,4000,7.51,0.11,0,4,0
55420,23.0,35000,3,0,1,4000,7.51,0.11,0,4,0
11498,31.0,25000,3,0,4,2500,8.59,0.1,0,8,0
20047,23.0,35004,2,7,1,4000,7.51,0.11,0,2,0
40522,23.0,35004,3,7,3,4000,11.49,0.11,0,3,0
31728,22.0,39000,3,3,3,6625,8.9,0.17,0,3,0
23269,24.0,34200,3,6,3,4750,7.51,0.14,0,3,0
19158,23.0,42000,3,0,1,12000,13.61,0.29,1,4,0
20045,23.0,42000,3,1,1,12000,10.99,0.29,0,2,0
27230,23.0,42000,3,5,5,12000,9.63,0.29,0,3,0
36574,23.0,42000,3,7,1,12000,7.88,0.29,0,2,0
41870,23.0,42000,3,2,4,12000,11.86,0.29,0,2,0
45132,23.0,42000,0,3,1,12000,7.51,0.29,0,2,0
58167,21.0,46000,3,5,1,12000,11.99,0.26,0,4,0
42934,22.0,43000,2,2,3,11000,15.31,0.25,1,3,0
25203,34.0,24000,3,4,3,4500,6.62,0.19,0,6,0
35106,22.0,44640,3,0,4,12800,11.83,0.29,0,3,0
20049,31.0,26000,3,0,3,4000,13.49,0.15,1,5,0
47155,27.0,30000,0,3,4,4200,14.79,0.14,0,8,0
16590,22.0,38000,2,6,1,5500,9.99,0.14,0,2,0
55500,22.0,38000,3,6,3,5500,5.42,0.14,0,2,0
40997,26.0,31000,3,5,1,4000,7.51,0.13,0,4,0
10336,27.0,27996,3,5,4,1500,12.69,0.05,0,6,0
40400,26.0,30000,2,6,5,2700,5.42,0.09,0,4,0
37214,21.0,36000,3,5,1,1500,10.0,0.04,0,4,0
29286,27.0,29120,3,0,4,3000,10.75,0.1,0,7,0
17390,28.0,28800,3,2,4,4000,6.99,0.14,0,5,0
14318,24.0,33600,0,8,1,4000,14.59,0.12,0,4,0
17254,24.0,37273,3,2,1,8400,7.14,0.23,0,2,0
7869,25.0,36276,3,0,1,9000,9.99,0.25,0,3,0
53751,23.0,37000,3,2,3,6200,5.42,0.17,0,3,0
42197,22.0,38500,3,1,0,6000,7.14,0.16,0,4,0
29635,27.0,33600,3,0,0,9000,11.86,0.27,0,8,0
51043,27.0,33600,3,5,1,9000,7.14,0.27,0,9,0
16226,26.0,31200,3,4,5,4200,11.99,0.13,0,2,0
55250,25.0,36300,0,5,5,9000,6.99,0.25,0,3,0
41334,29.0,30000,3,1,1,7125,14.35,0.24,1,9,0
30548,23.0,40500,3,1,1,10200,13.16,0.26,1,3,0
37200,41.0,24000,3,0,3,3000,7.51,0.13,0,15,0
7502,24.0,40320,3,3,3,12000,15.27,0.29,1,4,0
11420,32.0,29004,0,7,4,10000,12.17,0.34,0,9,0
5247,35.0,24000,3,2,4,5600,10.37,0.23,0,9,0
52460,22.0,44000,0,2,0,12000,13.49,0.27,0,2,0
17347,23.0,40000,3,1,3,9600,14.65,0.24,1,4,0
19852,23.0,40000,3,5,1,9600,10.99,0.24,0,3,0
43242,26.0,34000,3,0,4,7800,13.11,0.23,1,3,0
9288,24.0,37000,3,3,1,8000,12.98,0.22,0,3,0
12807,24.0,37000,3,2,4,8000,13.49,0.22,0,2,0
46250,24.0,37000,2,0,1,8000,15.31,0.22,1,2,0
21919,28.0,30000,3,4,4,5600,7.29,0.19,0,6,0
30151,22.0,44004,3,2,3,12000,6.92,0.27,0,4,0
57481,24.0,36000,3,3,1,6800,7.51,0.19,0,4,0
56276,25.0,33600,3,0,0,5600,11.86,0.16,0,4,0
15807,24.0,35000,3,1,0,5600,9.99,0.16,0,2,0
45518,24.0,35000,3,2,3,5600,7.49,0.16,0,2,0
48838,24.0,35000,3,5,1,5600,7.9,0.16,0,2,0
52902,24.0,35000,3,1,3,5600,11.48,0.17,0,4,0
50339,21.0,40000,3,1,1,5600,6.03,0.14,0,4,0
3214,23.0,36000,3,0,3,5000,6.99,0.14,0,4,0
9389,23.0,36000,3,5,5,5000,10.0,0.14,0,2,0
13788,23.0,36000,0,3,5,5000,7.51,0.14,0,3,0
16213,23.0,36000,0,3,3,5000,11.71,0.14,0,3,0
18162,23.0,36000,3,7,5,5000,7.75,0.14,0,2,0
18450,23.0,36000,3,0,5,5000,6.91,0.14,0,3,0
23455,23.0,36000,3,0,3,5000,11.36,0.14,0,2,0
24944,23.0,36000,3,3,5,5000,12.99,0.14,0,3,0
29201,23.0,36000,3,8,1,5000,11.71,0.14,0,2,0
32989,23.0,36000,3,0,3,5000,7.9,0.14,0,2,0
35557,23.0,36000,0,8,1,5000,5.79,0.14,0,4,0
36248,23.0,36000,3,3,1,5000,12.68,0.14,0,2,0
38542,23.0,36000,3,3,1,5000,7.88,0.14,0,3,0
41177,23.0,36000,3,7,1,5000,7.51,0.14,0,4,0
47631,23.0,36000,3,3,3,5000,13.92,0.14,0,2,0
48551,23.0,36000,3,2,1,5000,13.23,0.14,0,2,0
54072,23.0,36000,3,2,0,5000,11.71,0.14,0,4,0
55883,23.0,36000,3,3,3,5000,11.99,0.14,0,3,0
57226,23.0,36000,3,5,3,5000,6.03,0.14,0,4,0
2149,32.0,24000,3,0,3,2000,7.51,0.08,0,10,0
16034,23.0,38400,3,4,1,7750,7.51,0.2,0,2,0
35834,26.0,35400,3,6,3,9600,6.03,0.27,0,4,0
10323,27.0,35500,0,5,2,11500,9.76,0.31,0,7,0
39762,23.0,45600,0,6,1,16000,6.91,0.33,0,4,0
21426,23.0,33000,3,1,0,1500,7.29,0.05,0,4,0
7155,22.0,39750,3,5,1,7250,8.49,0.18,0,4,0
24807,33.0,30000,0,5,0,13000,11.99,0.43,0,10,0
40132,25.0,45000,0,10,5,19750,10.99,0.42,0,2,0
26960,28.0,35000,0,2,0,12500,7.29,0.38,0,6,0
9838,31.0,30000,2,2,3,10000,7.29,0.33,0,9,0
15936,24.0,40000,3,5,5,11500,10.99,0.3,0,3,0
33605,34.0,25000,3,9,3,6000,7.49,0.24,0,8,0
5531,22.0,45000,3,3,5,13000,7.88,0.29,0,4,0
22397,25.0,37200,3,2,0,10000,7.88,0.27,0,4,0
48437,26.0,35000,3,4,3,9000,10.99,0.25,0,2,0
10957,32.0,24996,3,0,4,3500,12.98,0.14,1,6,0
22100,29.0,30000,3,0,1,7000,7.74,0.23,0,9,0
30524,22.0,43000,3,0,1,10800,5.79,0.25,0,3,0
22050,25.0,36000,3,0,3,8500,9.32,0.23,0,4,0
17307,23.0,38000,3,4,4,7200,9.25,0.18,0,4,0
58385,23.0,38000,3,1,0,7200,10.99,0.19,0,3,0
13005,22.0,40000,3,0,4,7500,6.91,0.19,0,2,0
18386,22.0,40000,3,1,1,7500,9.63,0.19,0,2,0
19630,22.0,40000,3,1,4,7500,11.34,0.19,0,3,0
24997,22.0,40000,3,6,1,7500,12.69,0.19,0,3,0
29910,22.0,40000,2,0,3,7500,12.18,0.19,0,2,0
31088,22.0,40000,3,0,1,7500,8.9,0.19,0,4,0
44363,22.0,40000,3,1,1,7500,13.22,0.2,0,4,0
45801,22.0,40000,0,3,5,7500,7.9,0.19,0,2,0
50312,22.0,40000,2,1,1,7500,12.21,0.19,0,2,0
56968,22.0,40000,0,6,1,7500,7.9,0.19,0,2,0
3369,25.0,34000,0,3,2,6000,13.8,0.18,1,2,0
13504,25.0,34000,3,3,5,6000,11.49,0.18,0,3,0
21133,25.0,34000,3,2,4,6000,10.65,0.18,0,3,0
58132,21.0,42000,3,5,3,7600,9.91,0.19,0,3,0
11721,27.0,30000,3,2,1,4000,11.49,0.13,0,5,0
29556,27.0,30000,3,1,5,4000,8.0,0.13,0,6,0
29905,27.0,30000,3,6,3,4000,7.49,0.13,0,10,0
35661,27.0,30000,3,2,1,4000,10.99,0.13,0,10,0
45268,27.0,30000,3,1,1,4000,7.49,0.13,0,6,0
47710,27.0,30000,2,1,5,4000,7.29,0.13,0,7,0
55468,27.0,30000,3,1,3,4000,13.49,0.13,0,8,0
37417,21.0,40000,3,3,1,5500,9.62,0.14,0,4,0
48157,21.0,40000,3,1,3,5500,7.29,0.14,0,3,0
44280,25.0,32000,3,0,3,3500,8.59,0.11,0,3,0
52823,22.0,37000,3,6,3,4200,12.42,0.11,0,3,0
56228,26.0,30000,3,2,3,2500,11.14,0.08,0,4,0
27518,22.0,35000,0,6,1,2000,11.49,0.06,0,3,0
36576,25.0,30000,0,9,2,1000,5.42,0.03,0,4,0
43760,25.0,30000,3,0,5,1000,11.48,0.03,0,4,0
29067,41.0,25000,3,0,3,4500,12.87,0.19,0,13,0
30773,21.0,37440,3,5,3,2800,12.61,0.07,0,3,0
37701,23.0,33500,3,5,5,2000,6.91,0.06,0,4,0
1326,27.0,33000,3,0,3,8000,7.9,0.24,0,5,0
46237,27.0,33000,3,5,5,8000,6.03,0.24,0,5,0
15229,23.0,37000,3,1,0,6000,11.49,0.16,0,2,0
21991,23.0,37000,3,2,4,6000,10.36,0.16,0,4,0
36292,23.0,37000,3,8,3,6000,11.71,0.16,0,4,0
56847,23.0,37000,2,5,1,6000,13.11,0.16,0,2,0
48429,26.0,31200,3,4,3,4000,16.49,0.13,1,3,0
49880,26.0,42000,2,0,4,18000,6.03,0.42,0,2,0
12780,27.0,36000,2,5,3,12000,13.79,0.33,1,8,0
26910,24.0,38000,3,4,3,9000,9.63,0.24,0,2,0
23145,25.0,36000,3,4,3,8400,11.71,0.23,0,4,0
10563,24.0,37000,0,8,4,7800,7.88,0.19,0,2,0
51729,26.0,32000,3,3,3,5000,9.32,0.16,0,2,0
53813,26.0,32000,3,6,3,5000,9.91,0.16,0,4,0
655,28.0,29000,3,3,4,4000,10.95,0.14,0,8,0
14208,33.0,24000,0,1,0,3000,5.79,0.13,0,10,0
28639,33.0,24000,0,3,0,3000,10.25,0.13,0,8,0
45359,23.0,36000,3,7,5,4800,7.51,0.13,0,4,0
4951,24.0,33000,3,0,3,3000,6.17,0.09,0,2,0
8417,24.0,33000,3,4,1,3000,12.68,0.09,0,4,0
50170,24.0,33000,3,8,3,3000,6.62,0.09,0,3,0
13793,26.0,32004,3,10,0,5000,13.99,0.16,0,2,0
2045,22.0,36000,3,2,4,3000,5.79,0.08,0,3,0
18071,22.0,36000,3,3,1,3000,11.11,0.08,0,4,0
52025,22.0,36000,0,2,0,3000,5.99,0.08,0,4,0
31204,25.0,32004,0,0,0,3400,7.88,0.11,0,4,0
15975,21.0,36000,3,3,5,1200,15.21,0.03,0,3,0
13069,27.0,39000,0,6,3,16000,8.9,0.41,0,6,0
17354,24.0,32400,3,0,3,2250,10.99,0.07,0,3,0
39224,24.0,37200,0,2,3,8000,10.99,0.22,0,4,0
30800,24.0,42000,0,9,0,13750,6.62,0.32,0,4,0
10285,25.0,37000,3,2,1,9600,6.62,0.26,0,3,0
39712,27.0,33448,3,6,3,8500,10.65,0.26,0,8,0
17816,23.0,35000,2,3,1,3600,11.83,0.1,0,4,0
38309,23.0,38400,3,5,4,7500,16.29,0.2,0,3,0
23670,23.0,36225,3,2,3,5000,9.88,0.14,0,4,0
24965,25.0,32535,3,9,3,4000,10.95,0.12,0,3,0
17281,28.0,31200,3,2,1,7000,9.88,0.22,0,9,0
43235,52.0,28000,3,3,0,7000,8.0,0.25,0,22,0
35559,23.0,38000,3,0,3,7000,11.36,0.18,0,2,0
54933,23.0,38000,2,0,5,7000,5.79,0.18,0,4,0
5881,24.0,36000,3,8,0,6500,10.25,0.18,0,4,0
8192,22.0,37000,2,6,5,4000,6.39,0.11,0,2,0
19761,22.0,37000,0,6,5,4000,10.36,0.11,0,4,0
24200,22.0,37000,0,3,5,4000,10.08,0.11,0,3,0
45561,22.0,37000,3,1,1,4000,10.99,0.11,0,2,0
25577,31.0,25000,0,1,5,2050,11.86,0.08,0,9,0
14632,21.0,38000,0,5,0,3200,9.62,0.08,0,2,0
11815,23.0,34000,3,4,3,2400,10.65,0.07,0,6,0
10000,22.0,35000,3,0,3,1800,13.49,0.05,1,4,0
16829,21.0,46400,3,2,3,12000,12.53,0.25,1,4,0
46370,21.0,58800,0,5,1,25000,11.83,0.43,0,4,0
31126,35.0,24996,3,0,3,7000,12.53,0.28,0,10,0
13423,23.0,45000,0,5,1,15000,15.33,0.33,0,2,0
41130,23.0,45000,0,7,5,15000,10.99,0.33,0,3,0
20670,25.0,35000,3,7,3,7000,9.91,0.19,0,2,0
53877,25.0,33000,3,9,4,4500,11.71,0.14,0,2,0
58438,25.0,35004,3,2,4,7000,7.29,0.2,0,2,0
55357,23.0,35000,3,6,0,3500,7.29,0.1,0,3,0
7353,29.0,28800,3,2,5,5000,13.49,0.17,1,7,0
8785,29.0,28800,3,6,3,5000,10.65,0.17,0,5,0
14414,29.0,28800,2,0,5,5000,12.42,0.17,0,8,0
37450,29.0,28800,3,1,1,5000,12.99,0.17,0,6,0
52667,22.0,43200,3,5,1,10750,13.99,0.25,1,3,0
41179,23.0,37200,3,2,1,6000,7.9,0.16,0,4,0
40564,25.0,40000,0,1,1,13200,16.77,0.33,0,2,0
5814,22.0,48000,0,7,4,16000,7.88,0.34,0,3,0
53487,22.0,48000,0,6,5,16000,7.88,0.33,0,4,0
14451,26.0,36000,3,1,1,10000,9.91,0.28,0,2,0
36579,26.0,36000,3,5,3,10000,13.85,0.28,0,2,0
40476,26.0,36000,3,0,3,10000,8.9,0.28,0,3,0
32559,23.0,42000,3,3,4,11500,7.88,0.27,0,4,0
4285,24.0,40000,3,6,4,11200,17.27,0.28,0,4,0
38502,28.0,32000,2,4,5,8000,6.62,0.25,0,7,0
13445,21.0,46000,0,5,4,11500,6.54,0.25,0,2,0
6461,34.0,24000,3,7,0,4000,6.54,0.17,0,6,0
29255,34.0,24000,3,2,5,4000,10.59,0.17,0,5,0
838,22.0,40000,0,1,3,7200,9.88,0.18,0,3,0
7234,22.0,40000,3,2,1,7200,7.9,0.18,0,4,0
25430,22.0,40000,3,3,0,7200,10.59,0.18,0,4,0
32093,22.0,40000,3,2,0,7200,9.32,0.18,0,4,0
32344,22.0,40000,3,3,1,7200,10.59,0.18,0,3,0
33049,22.0,40000,3,0,1,7200,8.0,0.18,0,2,0
55515,22.0,40000,0,6,1,7200,16.29,0.18,0,3,0
14733,25.0,33600,2,3,5,5200,5.99,0.15,0,4,0
16804,24.0,35000,0,7,2,5200,16.0,0.15,1,3,0
3875,22.0,38000,3,6,4,5000,9.91,0.13,0,4,0
4147,22.0,38000,3,2,1,5000,7.9,0.13,0,3,0
7108,22.0,38000,3,1,5,5000,6.99,0.13,0,2,0
7776,22.0,38000,3,4,1,5000,6.99,0.13,0,3,0
16509,22.0,38000,0,5,3,5000,9.99,0.13,0,2,0
17027,22.0,38000,3,6,4,5000,10.37,0.13,0,2,0
28989,22.0,38000,3,6,1,5000,6.99,0.13,0,3,0
31675,22.0,38000,2,2,1,5000,12.99,0.13,0,4,0
39231,22.0,38000,0,3,1,5000,11.71,0.13,0,2,0
53490,28.0,28000,3,0,5,2400,9.76,0.09,0,7,0
13520,22.0,36000,0,5,3,2800,6.99,0.08,0,2,0
5076,22.0,38004,2,6,1,5000,11.11,0.13,0,4,0
52041,22.0,38004,3,4,3,5000,13.35,0.13,0,2,0
32718,27.0,28000,3,3,3,1000,7.14,0.04,0,7,0
11391,21.0,36000,2,5,1,1000,16.29,0.03,0,2,0
36056,24.0,33600,3,4,3,3500,8.9,0.11,0,2,0
40161,27.0,38400,0,0,0,15000,10.65,0.39,0,8,0
712,21.0,38400,0,5,1,3500,15.65,0.09,0,4,0
50370,23.0,35500,3,6,5,4000,10.75,0.11,0,3,0
34501,25.0,36129,3,1,0,8325,14.22,0.24,0,4,0
33160,29.0,33000,0,2,5,11000,5.79,0.33,0,7,0
17718,23.0,39000,3,3,4,8000,5.99,0.21,0,3,0
20813,21.0,37000,3,0,0,2000,10.65,0.05,0,4,0
29111,23.0,42500,3,7,4,12000,9.62,0.28,0,3,0
9343,27.0,28800,0,9,1,2000,10.59,0.07,0,10,0
2858,29.0,30000,3,6,0,6600,13.49,0.22,0,8,0
12067,29.0,30000,0,0,2,6600,7.51,0.21,0,5,0
46685,29.0,30000,3,0,4,6600,12.84,0.22,1,6,0
30403,24.0,37000,0,8,4,7500,13.24,0.2,0,2,0
39817,24.0,37000,0,8,4,7500,7.88,0.19,0,2,0
16382,26.0,33000,0,3,0,6000,7.51,0.18,0,3,0
37683,26.0,33000,3,8,4,6000,8.63,0.18,0,2,0
49494,26.0,33000,3,2,3,6000,12.99,0.18,1,4,0
39858,23.0,38000,0,1,1,6800,7.49,0.17,0,3,0
54188,21.0,42000,3,2,3,7200,7.9,0.17,0,4,0
11229,22.0,39000,0,6,3,6000,7.51,0.15,0,3,0
26100,22.0,39000,3,2,4,6000,11.86,0.15,0,3,0
21379,22.0,42642,3,6,1,10000,11.86,0.23,0,3,0
17177,27.0,30000,3,7,3,3600,12.61,0.12,1,6,0
18991,23.0,36000,3,8,3,4500,5.42,0.13,0,3,0
22125,23.0,36000,3,3,5,4500,6.62,0.13,0,4,0
57857,23.0,36000,3,2,3,4500,11.11,0.13,0,2,0
13683,21.0,38000,3,5,4,3000,13.49,0.08,0,2,0
46598,21.0,38000,2,5,5,3000,7.05,0.08,0,3,0
54898,21.0,38000,3,5,4,3000,15.58,0.08,0,2,0
11717,24.0,32004,3,2,3,1500,14.35,0.05,1,2,0
17972,25.0,36996,3,1,1,9300,14.22,0.26,1,4,0
25529,29.0,31000,3,0,1,8000,13.72,0.26,1,8,0
55211,29.0,31000,0,3,3,8000,11.78,0.26,1,10,0
39728,23.0,37342,3,2,4,6000,7.49,0.16,0,4,0
38549,21.0,39000,2,2,5,4000,5.79,0.1,0,4,0
28745,23.0,38400,3,3,1,7200,8.9,0.19,0,2,0
31263,23.0,38400,0,7,4,7200,12.73,0.19,0,3,0
14988,22.0,34500,3,6,3,1000,13.49,0.03,0,3,0
3980,23.0,33000,3,2,1,1000,15.23,0.03,1,2,0
32054,23.0,33000,3,1,3,1000,7.37,0.03,0,3,0
6136,26.0,40000,0,5,5,15000,11.48,0.38,0,3,0
7301,28.0,35000,0,0,2,12000,14.26,0.34,1,8,0
31043,28.0,35000,0,3,1,12000,7.29,0.34,0,8,0
54519,22.0,50000,0,6,3,18000,9.88,0.36,0,4,0
53615,25.0,40000,0,6,5,13000,10.99,0.33,0,4,0
21848,30.0,30000,3,8,4,8000,10.14,0.27,0,7,0
52414,30.0,30000,3,6,1,8000,12.53,0.27,0,10,0
8724,23.0,39996,3,6,3,9000,10.39,0.23,0,3,0
27355,24.0,40000,3,0,1,11000,11.83,0.28,0,3,0
26723,23.0,42000,3,3,3,11300,13.16,0.27,0,3,0
25324,25.0,33996,3,4,0,5500,7.88,0.17,0,4,0
20635,26.0,35000,3,5,3,8500,12.21,0.25,0,4,0
31571,29.0,30000,0,6,5,6500,13.49,0.22,0,8,0
11661,23.0,40000,3,7,0,9000,11.49,0.23,0,4,0
39358,23.0,40000,0,7,5,9000,10.59,0.23,0,3,0
97,25.0,36000,0,1,3,8000,6.91,0.22,0,2,0
5285,25.0,36000,3,0,3,8000,13.22,0.22,0,3,0
10441,25.0,36000,3,4,5,8000,5.99,0.22,0,2,0
32833,25.0,36000,3,0,5,8000,11.11,0.22,0,2,0
34956,25.0,36000,2,9,5,8000,14.35,0.22,0,2,0
37680,25.0,36000,0,4,0,8000,6.62,0.22,0,2,0
39694,25.0,36000,3,9,1,8000,15.58,0.22,0,2,0
52376,25.0,36000,3,3,4,8000,10.59,0.22,0,2,0
13548,28.0,30000,3,1,1,5000,13.49,0.17,0,9,0
19834,28.0,30000,3,3,0,5000,13.79,0.17,1,8,0
21159,28.0,30000,3,4,3,5000,6.99,0.17,0,5,0
23989,28.0,30000,3,4,5,5000,13.49,0.17,1,7,0
24256,28.0,30000,0,8,1,5000,6.03,0.17,0,5,0
24979,28.0,30000,0,1,1,5000,9.32,0.17,0,6,0
30846,28.0,30000,3,2,4,5000,13.79,0.17,1,10,0
34271,28.0,30000,3,2,0,5000,12.42,0.17,0,7,0
40362,28.0,30000,3,2,5,5000,9.25,0.17,0,6,0
41454,28.0,30000,2,4,1,5000,11.58,0.17,0,6,0
42483,28.0,30000,3,0,5,5000,8.49,0.17,0,6,0
45303,28.0,30000,3,3,3,5000,11.36,0.17,0,7,0
48410,28.0,30000,3,3,5,5000,10.38,0.17,0,7,0
48422,28.0,30000,3,1,3,5000,11.89,0.17,0,8,0
29154,21.0,39996,2,1,3,5000,11.86,0.13,0,2,0
8057,22.0,40000,2,6,5,7000,13.49,0.17,1,4,0
12679,22.0,40000,3,6,4,7000,11.71,0.17,0,2,0
14070,22.0,40000,2,2,5,7000,7.88,0.17,0,4,0
18678,22.0,40000,3,1,3,7000,10.65,0.17,0,3,0
19666,22.0,40000,3,3,0,7000,11.49,0.17,0,2,0
22630,22.0,40000,2,6,5,7000,14.91,0.17,1,3,0
24736,22.0,40000,0,6,0,7000,7.14,0.17,0,2,0
25543,22.0,40000,2,1,4,7000,11.48,0.17,0,2,0
26347,22.0,40000,3,0,0,7000,12.73,0.17,1,3,0
31514,22.0,40000,0,6,0,7000,8.94,0.17,0,2,0
34613,22.0,40000,0,6,5,7000,11.71,0.17,0,4,0
43493,22.0,40000,3,2,0,7000,13.49,0.17,0,4,0
47374,22.0,40000,3,5,5,7000,10.65,0.17,0,2,0
17586,25.0,33600,3,0,4,5000,11.86,0.15,0,3,0
17955,32.0,25000,3,3,4,3000,12.87,0.12,1,7,0
20494,32.0,25000,3,12,3,3000,8.49,0.12,0,8,0
47494,32.0,25000,3,0,3,3000,9.99,0.12,0,7,0
19153,24.0,35000,3,1,3,5000,11.14,0.14,0,2,0
22724,24.0,35000,3,4,3,5000,6.54,0.14,0,2,0
33519,24.0,35000,0,0,0,5000,11.14,0.14,0,3,0
38334,24.0,35000,3,3,5,5000,8.49,0.14,0,3,0
